,Title,Price,Rating,Review Count,Availability,Brand,Model Name,Screen Size,Color,Hard Disk Size,CPU Model,Ram Memory Installed Size,Unnamed: 12,Memory Storage Capacity,Display Resolution Maximum,Operating System,Special Feature,CPU Speed,Graphics Card Description,Graphics Coprocessor,Resolution,Aspect Ratio,pricePerRam,priceperharddrive,LogPrice
0,"jumper Laptop, 12GB RAM 640GB Storage, 5305U Processor, Office 365-1 Year, 15.6 Inch Computer, FHD IPS Screen, 38Wh Battery, 2 Stereo Speakers, USB3.0 * 2, Type-C, WiFi-5.",299,4.5,0.0009747674483373252,out of stock,jumper,EZbook S7Hi,15.6,Black,640,Celeron,12,,,,,,,,,,,24.916666666666668,0.4671875,5.703782474656201
1,"Acer Aspire 3 A315-24P-R7VH Slim Laptop | 15.6"" Full HD IPS Display | AMD Ryzen 3 7320U Quad-Core Processor | AMD Radeon Graphics | 8GB LPDDR5 | 128GB NVMe SSD | Wi-Fi 6 | Windows 11 Home in S Mode",299,4.2,0.11318442600122541,In Stock,acer,Laptop,15.6,Silver,128,Ryzen 3,8,,,,,,,,,,,37.375,2.3359375,5.703782474656201
2,"Gaming Laptop, Laptop Computer with AMD Ryzen 7 5700U (8C/16T, Up to 4.3GHz), 16GB RAM 512GB NVMe SSD Windows 11 laptop, Radeon RX Vega 8 Graphics, 16.1-inch Display, WiFi 6, 53Wh Battery, Backlit KB",1699,4.5,0.0012254219350526375,In Stock,KAIGERR,AX16PRO,16.0,Gray,512,AMD Ryzen 7,16,,,,,,,,,,,106.1875,3.318359375,7.438383530044307
3,"HP 14 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 14-inch Micro-edge HD Display, Windows 11 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365 (14-dq0040nr, Snowflake White)",299,4.1,0.07321896061939508,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,HP,14-dq0040nr,14.0,Snowflake White,64,Celeron N4020,4,,,,,,,,,,,74.75,4.671875,5.703782474656201
4,"ACEMAGIC Gaming Laptop, 16GB DDR4 512GB SSD 16.0inch Laptop, Windows 11 Laptop with Intel 12th N97 Processor(Up to 3.6GHz), 1920P FHD Display, Metal Shell, WiFi 6, USB3.2, Type_C, Long Battery Life",1399,5.0,0.00013925249261961787,In Stock,ACEMAGIC,AX16,16.0,Sliver Gray,512,Intel Mobile CPU,16,,,,,,,,,,,87.4375,2.732421875,7.24422751560335
5,"HP 14"" Ultral Light Laptop for Students and Business, Intel Quad-Core, 8GB RAM, 192GB Storage(64GB eMMC+128GB Ghost Manta SD Card), 1 Year Office 365, USB C, Win 11 S",239,4.1,0.06583857851055533,In Stock,HP,HP Laptop,14.0,Snowflake White,64,Celeron N,8,,,,,,,,,,,29.875,3.734375,5.480638923341991
6,"VGKE 15.6"" Laptop Computer, 1920 * 1080p Student Laptop with Backlit Keyboard, 12GB DDR4 RAM 256GB SSD, Intel Celeron Quad-Core J4125 Processor, Fingerprint Reader, Webcam, Silver",199,4.0,0.0005848604690023952,In Stock,VGKE,B15,15.6,Silver,256,Celeron,12,,,,,,,,,,,16.583333333333332,0.77734375,5.298317366548036
7,"Gaming Laptop AMD Ryzen 7 5825U 16.1-inch IPS Laptop Computer 16GB DDR4 (2 * 8GB, Dual Channel) 512GB NVMe SSD Windows Laptop Backlit Keyboard WiFi 6 HDMI Type-C USB3.2 BT5.2, Gray",1699,4.6,0.001058318943909096,In Stock,KAIGERR,AX16PRO,16.1,Gray,512,Ryzen 7 5800U,16,,,,,,,,,,,106.1875,3.318359375,7.438383530044307
8,"ACEMAGIC 2025 Laptop,17.3-Inch FHD Display Laptop Computer with Quad Core-12th Alder Lake N97(Up to 3.6GHz), 16GB RAM 512GB ROM Gaming Laptop Computer, 6000Mah Battery,Silver",1499,4.5,0.0003342059822870829,out of stock,ACEMAGIC,AX17,17.3,Sliver,512,Intel Mobile CPU,16,,,,,,,,,,,93.6875,2.927734375,7.313220387090301
9,"2025 Gaming Laptop, Laptop with AMD Ryzen 7 5700U (8C/16T, Up to 4.3GHz), 16GB RAM 512GB NVMe SSD Laptop Computer, Radeon RX Vega 8 Graphics, 16.1-inch FHD Display, WiFi 6, 53Wh Battery, Backlit KB",1699,4.3,0.00044560797638277725,In Stock,KAIGERR,AX16PRO,16.1,Gray,512,AMD Ryzen 7,16,,,,,,,,,,,106.1875,3.318359375,7.438383530044307
10,"Acer Gateway Chromebook 311 CBO311-1H-C1MX Laptop | Intel Celeron N4500 | 11.6"" HD (1366 x 768) Display | 4GB LPDDR4X | 64GB eMMC | Wi-Fi 5 802.11ac | Chrome OS | Star Black",134,4.4,0.2919567760262909,In Stock,acer,Gateway Chromebook 311 CBO311-1H-C1MX,11.6,Black,64,Celeron,4,,,,,,,,,,,33.5,2.09375,4.90527477843843
11,"2025 Gaming Laptop, Laptop Computer with Intel Quad-Core Processor(Up to 3.6GHz), 16GB DDR4 512GB SSD Windows 11 Laptop, 15.6"" IPS 1080P, Metal Shell, USB3.2,",1399,5.0,0.0002506544867153122,In Stock,KAIGERR,TX15,15.6,Space Gray,512,Intel Mobile CPU,16,,,,,,,,,,,87.4375,2.732421875,7.24422751560335
12,"NIMO 15.6 IPS FHD-Laptop, 16GB RAM 1TB SSD Intel Pentium Quad Core N100, Computer with Backlit Keyboard Fingerprint (Beat to i3-1115G4 Up to 3.4GHz) Laptops for Student, Win 11 Rose Gold",299,4.8,0.0022558903804378097,out of stock,NIMO,Nimo N151,15.6,Rose Gold,1024,Pentium Other,16,,,,,,,,,,,18.6875,0.2919921875,5.703782474656201
13,"HP 17 Laptop, 17.3"" FHD Display, 32GB RAM, 1TB SSD, AMD Ryzen 5 Processor(Beats i7-1165G7, Up to 4.3GHz), Webcam, Numeric Keypad, Long Battery Life, Windows 11 Home, Alpacatec Accessories, Silver",508,4.0,0.0021444883863421154,In Stock,HP,HP,17.3,Silver,1024,Ryzen 5,32,,,,,,,,,,,15.875,0.49609375,6.2324480165505225
14,"ASUS Vivobook Go 15.6” FHD Slim Laptop, AMD Ryzen 3 7320U Quad Core Processor, 8GB DDR5 RAM, 128GB SSD, Windows 11 Home, Fast Charging, Webcam Sheild, Military Grade Durability, Black, E1504FA-AS33",274,4.3,0.013646744276722553,In Stock,ASUS,Vivobook Go,15.6,Black,128,Ryzen 3,8,,,,,,,,,,,34.25,2.140625,5.616771097666572
15,"ACEMAGIC 2025 Laptop Computer with Intel Quad-Core Processor(Up to 3.4GHz), 16GB DDR4 512GB SSD, Windows 11 Gaming Laptop, 15.6"" IPS 1080P, Metal Shell, USB3.2, Long Battery Life",1499,4.4,0.006322063164930653,In Stock,ACEMAGIC,AX15,15.6,Wisdom Gray,512,Intel Mobile CPU,16,,,,,,,,,,,93.6875,2.927734375,7.313220387090301
16,"ACEMAGIC 2025 Gaming Laptop with Backlit Keyboard, 16.1-inch FHD Display Laptop with AMD Ryzen 7 5700U Processor(8C/16T), 16GB RAM 512GB ROM Laptop Computer, Support WiFi 6, 53Wh Battery",1699,4.4,0.005263744221021557,In Stock,ACEMAGIC,AX16PRO,16.1,Grey,512,AMD Ryzen 7 5700U,16,,,,,,,,,,,106.1875,3.318359375,7.438383530044307
17,"ASUS TUF Gaming A15 Gaming Laptop, 15.6” FHD 144Hz Display, NVIDIA® GeForce RTX™ 2050, AMD Ryzen™ 5 7535HS, 8GB DDR5, 512GB PCIe® Gen4 NVMe™ SSD, Wi-Fi 6, Windows 11, FA506NF-ES51",599,4.3,0.022113295827995323,In Stock,ASUS,TUF Gaming A15,15.6,Graphite Black,512,Ryzen 5,8,,,,,,,,,,,74.875,1.169921875,6.396929655216146
18,"HP Chromebook 14 Laptop, Intel Celeron N4120, 4 GB RAM, 64 GB eMMC, 14"" HD Display, Chrome OS, Thin Design, 4K Graphics, Long Battery Life, Ash Gray Keyboard (14a-na0226nr, 2022, Mineral Silver)",170,4.4,0.05464267810393806,In Stock,HP,Chromebook 14a-na0226nr,14.0,Mineral Silver,64,Celeron,4,,,,,,,,,,,42.5,2.65625,5.14166355650266
19,"HP Portable Laptop, Student and Business, 14"" HD Display, Intel Quad-Core N4120, 16GB DDR4 RAM, 64GB eMMC, 1 Year Office 365, Webcam, RJ-45, HDMI, Wi-Fi, Windows 11 Home, Silver",213,4.1,0.06837297387623238,out of stock,HP,TPN-Q221,14.0,Silver,64,Celeron,16,,,,,,,,,,,13.3125,3.328125,5.365976015021851
20,"2025 Gaming Laptop, Laptop with AMD Ryzen 7 5000 Series (8C/16T, Up to 4.3GHz), 16GB RAM 512GB NVMe SSD Laptop Computer, Radeon RX Vega 8 Graphics, 16.1-inch FHD Display, WiFi 6, Backlit KB",1699,3.9,0.0005013089734306244,In Stock,KAIGERR,AX16PRO,16.1,Gray,512,AMD Ryzen 7,16,,,,,,,,,,,106.1875,3.318359375,7.438383530044307
21,"ASUS ROG Strix G16 Gaming Laptop, 165Hz Display, NVIDIA® GeForce RTX™ 4060, Intel Core i7-13650HX, 16GB DDR5, 1TB PCIe Gen4 SSD, Wi-Fi 6E, Windows 11, G614JV-AS74",1282,4.4,0.048654820921294493,In Stock,ASUS,Strix G16,16.0,Eclipse Gray,1024,Core i7,16,,,,,,,,,,,80.125,1.251953125,7.1569563646156364
22,ASUS E410 Intel Celeron N4020 4GB 64GB 14-Inch HD LED Win 10 Laptop (Star Black),143,4.0,0.023477970255667578,out of stock,ASUS,Asus,14.0,Black,64,Celeron,4,,,,,,,,,,,35.75,2.234375,4.969813299576001
23,"2025 Laptop,15.6In Windows 11 Laptop Computer with Quad Core-12th Alder Lake N97(Up to 3.6GHz), 16GB DDR4 512GB Hard Drive for Business, School, Offic",1299,4.3,0.002088787389294268,out of stock,MALLRACE,LX15,15.6,Gray,512,Intel Mobile CPU,16,,,,,,,,,,,81.1875,2.537109375,7.170119543449628
24,"Gaming Laptop with AMD Ryzen 7 5700U Processor(Up to 4.3GHZ)，16GB DDR4 512GB SSD, WIFI 6, Bluetooth5.2, Windows 11, Backlit Keyboard,16.1"" FHD IPS Display, Portable Laptops Computer for Gamer Student",599,5.0,0.0001114019940956943,In Stock,ACEMAGIC,AX16 Pro,16.09,Gray,512,AMD Ryzen 7,16,,,,,,,,,,,37.4375,1.169921875,6.396929655216146
25,"HP 255 G10 Business Laptop, 15.6"" FHD Display, AMD Ryzen 5 7530U, 32GB RAM, 1TB PCIe SSD, Numeric Keypad, Webcam, HDMI, Wi-Fi 6, Windows 11 Pro, Grey",549,4.4,0.002033086392246421,In Stock,HP,TPN-Q287,15.6,Gray,1024,Ryzen 5,32,,,,,,,,,,,17.15625,0.5361328125,6.309918278226516
26,"ASUS Chromebook CX1, 14"" FHD, Intel® Celeron N4500 Processor, 64GB Storage, 4GB RAM, ChromeOS, Transparent Silver, CX1400CKA-AS44F",154,4.2,0.017323010081880467,out of stock,ASUS,ASUS Chromebook CX1,14.0,Transparent Silver,64,Celeron,4,,,,,,,,,,,38.5,2.40625,5.043425116919247
27,"HP Victus 15.6 i5 Gaming Laptop, 15.6"" FHD 1920*1080 144Hz, Intel Core i5-12450H, NVIDIA GeForce RTX 3050, 32GB RAM, 1TB SSD, Backlit KB, Touchpad, SD Card Reader, Webcam, HDMI, Wi-Fi 6, W11 H, Blue",643,4.3,0.004539631259399543,out of stock,HP,TPN-Q278_599J4AV,15.6,Blue,1024,Core i5 Family,32,,,,,,,,,,,20.09375,0.6279296875,6.467698726104354
28,"Lenovo V-Series V15 Business Laptop, 15.6"" FHD Display, AMD Ryzen 7 7730U, 40GB RAM, 1TB SSD, Numeric Keypad, HDMI, RJ45, Webcam, Wi-Fi, Windows 11 Pro, Black",592,4.2,0.0046510332534952376,In Stock,Lenovo,Lenovo V15 G4 ABP,15.6,Black,1024,AMD Ryzen 7,40,,,,,,,,,,,14.8,0.578125,6.385194398997726
29,"ASUS Chromebook CM14 Laptop, 14"" HD Anti-Glare Display (1366x768), MediaTek Kompanio 520, 4GB RAM, 64GB eMMC, ChromeOS, Gray, CM1402CM2A-DS44, Gravity Grey",163,4.2,0.035732189606193954,out of stock,ASUS,Chromebook CM14,14.0,Gravity Grey,64,MediaTek Helio,4,,,,,,,,,,,40.75,2.546875,5.099866427824199
30,"Apple 2025 MacBook Air 13-inch Laptop with M4 chip: Built for Apple Intelligence, 13.6-inch Liquid Retina Display, 16GB Unified Memory, 256GB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight",489,4.6,0.00047345847490670083,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,Apple,MacBook Air,13.6,Midnight,256,Apple M4,16,,,,,,,,,,,30.5625,1.91015625,6.194405391104672
31,"15.6 Inch Laptop with Office 365, 4GB RAM, 128GB Storage Expandable 1TB, 5205U Processor, HD Display, Windows 11 Laptops Computer, Wi-Fi 5, BT4.2, Numpad, Type-C, for Business and Students.",679,4.0,0.0016153289143875675,out of stock,jumper,EZbook S7-Hi,15.6,Black,128,Celeron,4,,,,,,,,,,,169.75,5.3046875,6.522092798170152
32,"Azeyou 11.6” Laptop HD Display,N4020C, Student Laptop Computer 4GB DDR4 RAM, 128GB SSD, Windows 11 Pro Laptops, Metal Shell, WiFi, BT4.2, USB3.0, Type_C 4000mAh Battery (Silver)",129,2.5,8.355149557177074e-05,In Stock,Azeyou,CG11Q6-US,11.6,Silver,128,Intel Celeron D,4,,,,,,,,,,,32.25,1.0078125,4.867534450455582
33,"HP Stream 14"" HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set), Intel UHD Graphics, 720p Webcam, Wi-Fi, 1 Year Office 365, Win 11 S, Silver",262,4.2,0.06812231938951707,out of stock,HP,HP Stream,14.0,Silver,128,Celeron,16,,,,,,,,,,,16.375,2.046875,5.572154032177765
34,"HP 15.6"" Portable Laptop (Include 1 Year Microsoft 365), HD Display, Intel Quad-Core N200 Processor, 16GB RAM, 128GB Storage, Wi-Fi 5, Webcam, HDMI, Numeric Keypad, Windows 11 Home, Red",312,4.3,0.026513674594775247,out of stock,HP,TPN-Q284_632**AV,15.6,Red,128,Pentium,16,,,,,,,,,,,19.5,2.4375,5.746203190540153
35,"HP Elitebook 665 G11 16"" FHD+ Business Laptop Computer, Octa-Core AMD Ryzen 7 7735U (Beat i7-1270P), 32GB DDR5 RAM, 1TB PCIe SSD, WiFi 6E, Backlit KB, Fingerprint Reader, Windows 11 Pro, Befectoy",929,4.8,0.0010304684453851724,out of stock,HP,Elitebook,16.0,Silver,1024,AMD Ryzen 7,32,,,,,,,,,,,29.03125,0.9072265625,6.835184586147301
36,"Acer Nitro V Gaming Laptop | Intel Core i9-13900H Processor | NVIDIA GeForce RTX 4060 Laptop GPU | 15.6"" FHD IPS 144Hz Display | 16GB DDR5 | 512GB Gen 4 SSD | WiFi 6 | Backlit KB | ANV15-51-99DR",27,4.2,0.018631983512504877,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,acer,Nitro V Gaming Laptop ANV15-51-99DR,15.6,Black,512,Intel Core i9,16,,,,,,,,,,,1.6875,0.052734375,3.332204510175204
37,"ASUS Vivobook Go 15.6” Slim Laptop, AMD Ryzen 5 7520U, 8GB, 512GB, Windows 11 Home, Cool Silver, Military Grade Durability, Fast Charging, Webcam Shield, E1504FA-AS54",389,4.3,0.009831225978945023,In Stock,ASUS,Vivobook Go,15.6,Silver,512,Ryzen 5,8,,,,,,,,,,,48.625,0.759765625,5.966146739123692
38,"Lenovo IdeaPad 1 Student Laptop Computer, 15.6"" FHD Display, Intel Dual Core Processor, 32GB DDR4 RAM, 1TB PCIe SSD, WiFi 6, Bluetooth 5.2, Type-C, Cloud Grey, Windows 11 Pro, Tichang",379,4.1,0.003620564808110065,In Stock,Lenovo,IdeaPad,15.6,Cloud Grey,1024,Celeron,32,,,,,,,,,,,11.84375,0.3701171875,5.940171252720432
39,"Apple 2024 MacBook Air 15-inch Laptop with M3 chip: Built for Apple Intelligence, 15.3-inch Liquid Retina Display, 16GB Unified Memory, 256GB SSD Storage, Backlit Keyboard, Touch ID; Midnight",489,4.7,0.026207319111012088,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,Apple,MacBook Air,15.3,Midnight,868,Apple M3,16,,,,,,,,,,,30.5625,0.5633640552995391,6.194405391104672
40,"2025 Laptop Computer with Windows 11 PRO,18.5"" FHD Display,Intel N150 Quad-Core Processor Up to 3.6GHZ,16GB DDR4 RAM 512GB SSD, 8000 mAh Battery,WiFi 5 Laptops for Business Office Student",1499,3.3,0.00041775747785885366,In Stock,MALLRACE,AX18,18.5,Blue,512,Intel Mobile CPU,16,,,,,,,,,,,93.6875,2.927734375,7.313220387090301
41,"Dell G16 7630 Gaming Laptop - 16-inch QHD+ 240Hz 3ms Display, Intel Core i9-13900HX, 16GB DDR5 RAM, 1TB SSD, NVIDIA GeForce RTX 4070 8GB GDDR6, Windows 11 Home, Onsite Service - Metallic Nightshade",1568,4.0,0.0037319668022057595,out of stock,Dell,Dell G Series 16 7630 Laptop,16.0,Metallic Nightshade with Black thermal shelf,1024,Core i9,16,,,,,,,,,,,98.0,1.53125,7.358193752733032
42,"16.0-inch Laptop, 2025 16GB DDR4 512GB SSD Windows 11 Laptop, Laptop Computer with Intel 12th Quad-Core Processor(Up to 3.6GHz), 1920P FHD Display, Metal Shell, WiFi 5, USB3.2, Type_C",1499,3.1,0.0010304684453851724,out of stock,KAIGERR,AX16,16.0,Sliver Gray,512,Intel Mobile CPU,16,,,,,,,,,,,93.6875,2.927734375,7.313220387090301
43,"HP 2023 Chromebook Laptop, 14 Inch Display, Intel Celeron N4120 Processor, 4GB RAM, 64GB eMMC, Intel UHD Graphics 600, WiFi, Bluetooth, Chrome OS, Modern Gray",1499,4.2,0.01701665459811731,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,HP,HP Chromebook,14.0,Gray,64,Celeron N,4,,,,,,,,,,,374.75,23.421875,7.313220387090301
44,"Apple 2024 MacBook Air 13-inch Laptop with M3 chip: Built for Apple Intelligence, 13.6-inch Liquid Retina Display, 16GB Unified Memory, 256GB SSD Storage, Backlit Keyboard, Touch ID; Midnight",489,4.7,0.03314209324346906,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,Apple,MacBook Air,13.6,Midnight,868,Apple M3,16,,,,,,,,,,,30.5625,0.5633640552995391,6.194405391104672
45,"ACEMAGIC 2025 Laptop with Windows 11, 16GB DDR4 RAM 512GB M.2 2280 SSD,Intel N N97 Quad-Core Processor, 16"" FHD IPS Display, Long Battery Life, Portable Laptops Computer for Office Student Business",379,5.0,0.00022280398819138862,In Stock,ACEMAGIC,AX16,16.0,Blue,512,Intel Mobile CPU,16,,,,,,,,,,,23.6875,0.740234375,5.940171252720432
46,"Dell 2024 Laptop | Inspiron | 16"" 1920 x 1200 Touchscreen | Intel Core 7 150U 10-Core | 32GB DDR5 | 1TB SSD | Windows 11 Pro | Wi-Fi 6E - Bluetooth 5.2 - Backlit KB - 1080p FHD Camera - Ice Blue",988,4.5,8.355149557177074e-05,out of stock,Dell,Inspiron 16,16.0,Ice Blue,1024,Core i7 Family,32,,,,,,,,,,,30.875,0.96484375,6.8966943316227125
47,"Dell 2024 Laptop | Inspiron | 16"" 1920 x 1200 Touchscreen | Intel Core 7 150U 10-Core | 32GB DDR5 | 1TB SSD | Windows 11 Pro | Wi-Fi 6E - Bluetooth 5.2 - Backlit KB - 1080p FHD Camera - Ice Blue",988,4.5,8.355149557177074e-05,out of stock,Dell,Inspiron 16,16.0,Ice Blue,1024,Core i7 Family,32,,,,,,,,,,,30.875,0.96484375,6.8966943316227125
48,"HP 2023 15'' HD IPS Laptop, Windows 11, Intel Pentium 4-Core Processor Up to 2.70GHz, 8GB RAM, 128GB SSD, HDMI, Super-Fast 6th Gen WiFi, Dale Red (Renewed)",299,4.2,0.03080265136745948,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,HP,"HP 15"" Laptop",15.0,Red,128,Pentium,8,,,,,,,,,,,37.375,2.3359375,5.703782474656201
49,"Lenovo ThinkBook 16 G6 16"" FHD+ Laptop Computer, AMD 8-Core Ryzen 7 7730U (Beat i7-1360P), 32GB DDR4 RAM, 1TB PCIe SSD, WiFi 6, Bluetooth 5.3, Type-C 3.2, Fingerprint Reader, Windows 11 Pro, AZ-XUT",739,4.4,0.001058318943909096,In Stock,Lenovo,ThinkBook,16.0,Arctic Grey,1024,Ryzen 7,32,,,,,,,,,,,23.09375,0.7216796875,6.606650186198215
50,"SAMSUNG 16' Galaxy Book4 Pro Laptop PC Computer, Intel Core 7 Ultra Processor 1TB, 3K AMOLED (2880 x 1800) Touchscreen, Advanced Security, 2024 Model, NP960XGK-KG1US, Moonstone Gray",1099,4.0,0.004400378766779926,In Stock,SAMSUNG,Galaxy Book4,16.0,Moonstone Gray,868,Core i7,16,,,,,,,,,,,68.6875,1.2661290322580645,7.003065458786462
51,"ASUS Vivobook Laptop, 14"" FHD Display, i3-1215U, 24GB RAM, 1TB SSD, Wi-Fi 6, HDMI, Webcam, Touchpad, Windows 11 Home, Blue",354,4.3,0.005570099704784716,In Stock,ASUS,5Z8N,14.0,Blue,1024,Core i3 Family,24,,,,,,,,,,,14.75,0.345703125,5.872117789475416
52,"HP 15.6"" FHD Touchscreen Business Laptop, Intel i7-1255U, 32GB RAM, 1TB PCIe SSD, Intel Iris Xe Graphics, Num Pad, Webcam, Windows 11 Pro, Natural Silver, 32GB Hotface USB Card",671,4.1,0.0025343953656770456,out of stock,HP,HP 15.6,15.6,Silver,1024,Core i7,32,,,,,,,,,,,20.96875,0.6552734375,6.51025834052315
53,"Alienware M18 R2 Gaming Laptop - 18 QHD+ 165Hz 3ms Display, Intel Core i9-14900HX, 32GB DDR5 RAM, 1TB SSD, NVIDIA GeForce RTX 4080 12 GB GDDR6, Windows 11 Home, Onsite Service - Dark Metallic Moon",1282,4.0,0.0034813123154904474,out of stock,Alienware,Dell Alienware M18 R2 Laptop,18.0,Dark Metallic Moon,868,Core i9,32,,,,,,,,,,,40.0625,1.476958525345622,7.1569563646156364
54,"Lenovo 2024 IdeaPad 1 Gen 7 Laptop, 15.6"" FHD Touchscreen, Intel Core i3-1215U, 16GB RAM, 1TB SSD, SD Card Reader, HDMI, Webcam, Wi-Fi 6, Windows 11 Home, Grey",379,4.3,0.0009747674483373252,out of stock,Lenovo,IdeaPad 1 15IAU7,15.6,Gray,1024,Core i3 Family,16,,,,,,,,,,,23.6875,0.3701171875,5.940171252720432
55,"2025 Laptop, Laptop Computer with Intel Quad-Core Processor(Up to 3.6GHz), 16GB DDR4 512GB SSD Windows 11 Laptop, 15.6"" IPS 1080P, Metal Shell, USB3.2, Long Battery Life",1499,4.0,0.0024786943686291984,out of stock,KAIGERR,AX15,15.6,Space Gray,512,Intel Mobile CPU,16,,,,,,,,,,,93.6875,2.927734375,7.313220387090301
56,"HP 2025 G9 Business Laptop, 15.6"" FHD IPS Display, 13th Gen Intel Core 6-core Processor, 32GB RAM, 1TB SSD, HDMI, USB-C, SD Card Reader, 1-Year Office 365 Included, Windows 11 Pro",474,4.3,0.005040940232830168,In Stock,HP,250,15.6,Black,1024,Core i3,32,,,,,,,,,,,14.8125,0.462890625,6.163314804034641
57,"jumper 2 in 1 Laptop, 16 inch Convertible Laptop Computer with IPS FHD 360 Degree Touchscreen, 640GB Storage, 16GB RAM, Fingerprint Reader, Backlit Keyboard, Celeron N5095, 53.2WH, WiFi 6",399,4.0,0.0008076644571937837,out of stock,jumper,J1,16.0,Gray,512,Celeron,16,,,,,,,,,,,24.9375,0.779296875,5.991464547107982
58,"Acer Nitro V Gaming Laptop | Intel Core i5-13420H Processor | NVIDIA GeForce RTX 4050 Laptop GPU | 15.6"" FHD IPS 144Hz Display | 8GB DDR5 | 512GB Gen 4 SSD | WiFi 6 | Backlit KB | ANV15-51-51H9",721,4.3,0.03876789394530162,In Stock,acer,Nitro V,15.6,Black,512,Intel Core i5,8,,,,,,,,,,,90.125,1.408203125,6.582025138892826
59,"jumper Laptop, 16 Inch FHD IPS 1200p Screen, 5305U Processor, Office 365 1-Year Subscription, 4GB RAM 128GB Storage, Windows 11 Computer with Stereo Speakers, 1TB SSD Slot Expansion, HDMI.",799,5.0,0.0007798139586698602,out of stock,jumper,EZbook S7Max,16.0,Black,128,Celeron,4,,,,,,,,,,,199.75,6.2421875,6.684611727667927
60,"acer Aspire 3 Laptop | 15.6"" Full HD Display | AMD Ryzen 7 5700U Processor | AMD Radeon Graphics | 16GB RAM | 512GB SSD | Wi-Fi 6 | Windows 11 Home | DealExpress Accessories",439,4.4,0.0027850498523923576,out of stock,Acer,Acer Aspire 3,15.6,Silver,512,Ryzen 7,16,,,,,,,,,,,27.4375,0.857421875,6.0867747269123065
61,"Lenovo V15 Laptop, 15.6"" FHD Display, AMD Ryzen 5 5500U Hexa-core Processor (Beat Intel i7-1065G7), 16GB RAM, 512GB SSD, HDMI, RJ45, Numeric Keypad, Wi-Fi, Windows 11 Pro, Black",449,4.3,0.01749011307302401,out of stock,Lenovo,Lenovo V15 G2 ALC,15.6,Black,512,Ryzen 5,16,,,,,,,,,,,28.0625,0.876953125,6.1092475827643655
62,"ASUS TUF Gaming A16 (2024) Copilot+ PC Gaming Laptop, 16” 16:10 165Hz Display, AMD Ryzen AI 9 HX 370, NVIDIA® GeForce RTX 4060, 32GB LPDDR5X, 1TB PCIe Gen 4.0 SSD, Wi-Fi 6E, Windows 11, FA608WV-AB96",1499,4.9,0.00041775747785885366,out of stock,ASUS,TUF Gaming A16,16.0,Jaeger Gray,1024,Ryzen 9,32,,,,,,,,,,,46.84375,1.4638671875,7.313220387090301
63,"HP 14 inch Laptop, HD Display, Intel Core i3-1215U, 8 GB RAM, 256 GB SSD, Intel UHD Graphics, Windows 11 Home in S Mode, Natural Silver, 14-dq5009nr",309,4.3,0.014343006739820642,out of stock,HP,HP Laptop 14-dq5009nr,14.0,Silver,256,Core i3,8,,,,,,,,,,,38.625,1.20703125,5.736572297479192
64,"HP 15.6"" Touchscreen Laptop 15 INCH HD Student Laptops, 12th Gen Intel 10 Cores i5 Processor (Beat i7-1195G7), 16GB RAM 1TB PCIe SSD, Iris Xe Graphics, Wi-Fi 6E Win11, Silver +BWE Accessories",489,4.8,8.355149557177074e-05,In Stock,HP,HP,15.6,Silver,1024,Intel Core i5,16,,,,,,,,,,,30.5625,0.4775390625,6.194405391104672
65,"Lenovo V15 Business Laptop Computer, 15.6"" FHD Display, Intel Dual-Core CPU, 16GB DDR4 RAM, 256GB PCIe SSD, WiFi 6, Bluetooth 5.2, RJ-45, Type-C, HDMI, Numeric Keypad, Black, Windows 11 Pro, Tichang",379,4.2,0.002172338884866039,out of stock,Lenovo,V15,15.6,Black,256,Celeron,16,,,,,,,,,,,23.6875,1.48046875,5.940171252720432
66,"Apple 2022 MacBook Air Laptop with M2 chip: Built for Apple Intelligence, 13.6-inch Liquid Retina Display, 16GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera; Silver",489,4.7,0.03091405336155517,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,Apple,MacBook Air,13.6,Silver,256,Apple M2,16,,,,,,,,,,,30.5625,1.91015625,6.194405391104672
67,"Lenovo 2023 V15 G3 15.6"" FHD Business Laptop Computer, 12th Gen Intel 10 Cores i5-1235U (Beat i7-1195G7), 16GB DDR4 RAM, 512GB PCIe SSD, 802.11AC WiFi, Bluetooth 5.1, Windows 11 Pro, AZ-XUT Cable",449,4.4,0.002088787389294268,out of stock,Lenovo,V15,15.6,Black,512,Core i5,16,,,,,,,,,,,28.0625,0.876953125,6.1092475827643655
